num,query_name,cand_name,AMT_avg_score
8624,S008C001P029R001A040,S017C001P015R001A039,2.3
8625,S025C003P059R001A104,S030C001P081R002A104,1.6
8626,S008C003P035R001A008,S008C001P036R002A008,3.9
8627,S026C002P072R002A101,S003C002P002R002A035,1.222222222
8628,S032C001P106R001A101,S005C002P010R002A008,1.3
8629,S008C001P025R001A008,S002C001P010R002A048,1.1
8630,S026C001P050R002A080,S030C001P088R001A080,3
8631,S030C002P092R002A095,S023C002P058R002A104,2.3
8632,S031C001P051R002A099,S019C001P049R002A099,3.8
8633,S027C002P081R002A096,S031C001P100R001A098,1.3
8634,S008C003P029R001A040,S023C002P066R002A096,1.583333333
8635,S013C001P027R001A026,S001C002P006R002A009,1.1
8636,S021C001P055R002A095,S021C003P060R001A104,2.6
8637,S023C001P061R002A096,S017C001P009R002A039,1.3
8638,S019C001P046R002A102,S023C001P059R002A102,3
8639,S030C002P044R002A102,S027C001P086R002A101,1
8640,S027C003P081R001A095,S019C001P046R001A095,3.6
8641,S007C001P027R002A023,S031C003P097R001A104,1.3
8642,S004C002P020R002A023,S011C001P002R002A023,2.6
8643,S027C003P081R001A095,S002C001P012R002A022,2.4
8644,S025C003P068R001A097,S021C002P056R002A097,3.909090909
8645,S005C002P004R002A048,S011C001P028R002A048,3.181818182
8646,S008C002P032R002A048,S013C003P019R001A048,2.777777778
8647,S017C001P007R002A009,S011C003P038R001A009,3.1
8648,S021C002P056R002A097,S027C003P086R001A104,1.3
8649,S015C002P019R002A023,S008C001P029R002A007,1.333333333
8650,S014C001P037R002A026,S003C001P001R001A027,1.2
8651,S027C001P083R002A102,S023C001P068R002A101,1.1
8652,S030C003P011R001A100,S020C001P053R001A100,3.666666667
8653,S022C002P064R002A102,S032C003P008R001A102,3.727272727
8654,S028C002P043R002A101,S008C002P031R002A048,1.1
8655,S023C003P059R001A099,S012C002P019R002A027,1.7
8656,S030C001P095R001A100,S003C003P002R001A027,1.2
8657,S002C001P014R001A022,S016C001P039R002A022,3.2
8658,S031C002P051R002A098,S027C001P084R001A098,3.363636364
8659,S001C002P006R002A027,S031C001P085R002A099,1.222222222
8660,S031C001P097R002A100,S024C001P061R001A100,3.6
8661,S005C001P010R002A027,S008C003P034R001A027,4
8662,S004C001P003R001A035,S027C002P011R002A080,1.2
8663,S008C002P029R002A008,S001C002P006R002A048,1.4
8664,S008C003P029R001A009,S002C002P014R002A048,1.181818182
8665,S012C001P028R002A040,S032C001P106R001A096,1.5
8666,S032C001P105R002A080,S001C002P006R002A048,1
8667,S019C001P046R002A102,S018C001P008R001A095,1.4
8668,S027C003P086R001A080,S020C001P054R001A080,2.1
8669,S020C003P052R001A096,S010C002P021R002A022,1.3
8670,S001C003P008R001A048,S001C002P006R002A048,2.166666667
8671,S023C001P058R002A104,S030C003P096R001A097,2.3
8672,S028C001P008R001A101,S025C001P056R001A101,3.2
8673,S016C003P025R001A048,S002C002P010R002A048,1.727272727
8674,S002C002P011R002A026,S014C001P037R001A009,1
8675,S026C003P050R001A097,S031C003P100R001A097,1.9
8676,S023C002P061R002A104,S025C001P068R002A099,1.1
8677,S012C003P028R001A039,S012C002P037R002A039,3.545454545
8678,S023C002P055R002A101,S001C001P004R002A035,1.1
8679,S032C003P106R001A099,S023C003P060R001A099,3.8
8680,S007C003P018R001A039,S010C002P013R002A048,1.363636364
8681,S002C002P011R002A040,S014C001P039R001A040,3.4
8682,S025C003P055R001A102,S027C001P079R001A102,3.2
8683,S001C001P005R001A040,S002C001P010R002A040,3.4
8684,S013C003P027R001A035,S004C003P003R001A035,2.9
8685,S031C002P097R002A099,S029C003P080R001A099,3.8
8686,S027C001P083R002A096,S032C003P106R001A096,3.9
8687,S021C002P055R002A080,S028C003P087R001A080,3
8688,S031C002P085R002A095,S023C002P058R002A104,2.444444444
8689,S007C001P017R001A035,S017C003P009R001A008,1.454545455
8690,S031C001P097R002A080,S010C001P013R002A048,1.1
8691,S017C002P003R002A007,S014C001P007R001A007,3.1
8692,S030C001P011R002A095,S030C001P092R001A104,2.6
8693,S030C002P081R002A104,S028C001P046R001A104,1.2
8694,S023C002P066R002A096,S027C003P086R001A096,2.8
8695,S029C003P006R001A099,S008C002P029R002A027,1.555555556
8696,S031C002P085R002A099,S017C003P009R001A023,1.111111111
8697,S002C001P011R002A026,S007C001P028R002A027,1.454545455
8698,S026C001P071R001A096,S011C001P002R001A022,1.444444444
8699,S013C003P015R001A048,S002C003P014R001A039,1
8700,S031C002P096R002A098,S032C001P008R001A097,2
8701,S026C002P071R002A095,S029C002P006R002A095,3.9
8702,S027C001P084R002A104,S019C002P050R002A095,1.111111111
8703,S013C001P027R001A035,S013C003P027R001A048,2.2
8704,S023C001P056R002A098,S030C001P096R001A097,1.3
8705,S008C001P036R001A035,S002C002P011R002A048,1.8
8706,S023C001P066R001A097,S029C001P080R001A097,3.7
8707,S002C002P012R002A040,S021C003P055R001A096,1.7
8708,S008C001P034R001A027,S016C001P021R001A027,2.909090909
8709,S019C002P008R002A100,S013C001P037R002A027,1.1
8710,S021C002P058R002A097,S018C001P043R001A104,1.3
8711,S023C001P055R002A101,S014C002P037R002A008,1
8712,S027C001P043R002A102,S006C003P024R001A026,1.2
8713,S024C001P064R001A097,S025C001P059R002A097,3.7
8714,S031C001P100R001A099,S026C002P072R002A099,3.666666667
8715,S024C003P064R001A095,S031C001P006R001A104,3.090909091
8716,S008C001P032R002A039,S027C001P081R002A096,1.333333333
8717,S019C001P050R002A104,S023C002P061R002A104,1.75
8718,S032C001P105R002A104,S002C003P009R001A040,1.090909091
8719,S006C001P017R001A026,S008C001P030R002A027,1.2
8720,S008C003P033R001A022,S005C002P010R002A023,1.4
8721,S027C002P084R002A102,S016C002P025R002A026,1.181818182
8722,S028C001P087R001A080,S008C001P033R002A008,1.8
8723,S001C002P001R002A022,S013C001P027R002A007,1.111111111
8724,S002C002P012R002A009,S008C003P015R001A026,1.2
8725,S011C001P038R001A027,S019C001P050R002A099,1.545454545
8726,S031C003P097R001A101,S032C002P044R002A101,3.5
8727,S008C002P032R002A008,S007C002P018R002A035,1.272727273
8728,S008C001P034R001A027,S026C001P072R002A100,1.181818182
8729,S012C003P028R001A039,S013C001P019R002A039,3.181818182
8730,S008C001P029R002A008,S008C003P031R001A008,3.1
8731,S023C001P060R001A099,S016C001P040R002A027,1.222222222
8732,S014C002P039R002A023,S002C003P013R001A022,1.111111111
8733,S008C003P036R001A035,S008C001P030R001A035,2.1
8734,S014C001P037R002A026,S009C003P017R001A027,1.444444444
8735,S008C002P033R002A007,S002C001P013R001A023,1.333333333
8736,S006C003P001R001A008,S002C001P007R001A008,3
8737,S006C002P023R002A008,S031C001P006R002A080,2.636363636
8738,S022C002P064R002A098,S026C002P076R002A098,3.636363636
8739,S009C001P017R002A008,S008C001P033R001A035,1.3
8740,S030C003P095R001A098,S029C001P008R001A096,1.545454545
8741,S006C001P024R002A023,S027C001P084R002A104,1
8742,S001C002P005R002A026,S025C002P066R002A099,1.181818182
8743,S016C001P021R002A039,S002C001P013R001A039,3.2
8744,S030C001P096R001A097,S031C003P097R001A098,1.75
8745,S020C002P052R002A101,S030C003P092R001A101,3.636363636
8746,S030C002P095R002A080,S026C001P071R002A080,3.1
8747,S023C001P055R002A098,S023C003P058R001A096,1.3
8748,S023C001P066R001A097,S020C002P052R002A097,3.888888889
8749,S028C001P073R001A080,S006C002P023R002A035,1.3
8750,S030C001P096R001A097,S027C001P084R002A097,3
8751,S027C001P086R001A095,S006C001P001R002A040,1.7
8752,S001C001P006R002A009,S007C001P028R001A026,1
8753,S016C001P039R002A048,S013C003P019R001A048,3.3
8754,S008C001P001R001A023,S001C002P004R002A023,3.6
8755,S029C003P044R001A095,S019C001P050R002A095,3.454545455
8756,S008C001P030R001A035,S027C002P082R002A080,1.4
8757,S001C001P006R001A007,S011C001P038R001A023,1.1
8758,S032C002P102R002A101,S027C001P083R001A101,3.666666667
8759,S016C001P025R002A026,S001C001P002R002A009,1.2
8760,S008C001P015R001A026,S030C001P011R002A099,1.6
8761,S013C002P037R002A040,S008C001P029R002A007,1
8762,S027C001P086R002A099,S026C001P072R002A100,1.727272727
8763,S020C001P053R001A099,S025C001P058R001A100,1.9
8764,S004C001P020R002A022,S014C001P039R002A023,1.375
8765,S030C003P095R001A098,S032C003P105R001A098,3.727272727
8766,S010C001P021R002A008,S002C001P014R002A048,1.333333333
8767,S007C003P015R001A008,S007C003P016R001A035,1.5
8768,S024C001P064R001A097,S026C001P072R002A097,3.4
8769,S020C002P052R002A101,S011C002P038R002A008,1.181818182
8770,S008C003P030R001A035,S027C001P011R002A080,1.3
8771,S027C001P081R001A095,S001C001P005R002A022,1.4
8772,S008C001P034R001A008,S017C001P009R001A008,4
8773,S028C001P046R001A104,S024C002P060R002A095,2.4
8774,S026C002P049R002A095,S021C002P058R002A095,3.222222222
8775,S019C001P050R002A099,S007C001P018R002A026,1.8
8776,S027C003P084R001A080,S016C001P040R001A035,1.2
8777,S014C001P037R001A007,S010C001P013R001A007,3.5
8778,S026C001P050R002A101,S026C002P049R002A101,3.545454545
8779,S026C001P072R002A104,S019C001P050R002A104,1.8
8780,S006C001P024R001A048,S008C001P036R001A039,2
8781,S027C001P081R001A095,S008C002P034R002A022,3
8782,S025C001P066R002A100,S002C003P012R001A026,1.2
8783,S031C001P099R001A080,S007C003P015R001A008,1.777777778
8784,S010C001P008R001A023,S030C002P011R002A104,1
8785,S032C001P106R001A096,S017C002P009R002A039,1.25
8786,S013C003P015R001A048,S008C001P030R001A039,1.2
8787,S012C002P016R002A040,S001C003P006R001A007,1.1
8788,S001C001P006R001A040,S016C001P039R002A039,2.2
8789,S008C003P001R001A026,S008C001P035R002A026,3.9
8790,S006C001P024R001A007,S029C002P006R002A095,1.555555556
8791,S019C001P049R002A104,S001C003P007R001A040,1
8792,S028C001P073R002A104,S028C001P046R001A104,2
8793,S006C002P023R002A008,S004C002P020R002A035,1.4
8794,S003C001P019R001A022,S001C002P004R002A023,1.272727273
8795,S006C001P008R002A026,S027C002P084R002A099,1.444444444
8796,S006C003P022R001A035,S008C001P025R002A035,3.8
8797,S030C001P076R001A096,S023C002P066R002A096,2.7
8798,S013C002P028R002A035,S021C001P055R002A080,1.181818182
8799,S016C003P040R001A035,S013C001P028R002A035,3.666666667
8800,S005C002P004R002A048,S008C001P030R002A048,2.777777778
8801,S008C002P031R002A026,S006C003P024R001A026,3.6
8802,S019C001P046R001A095,S001C003P006R001A040,1
8803,S018C001P008R001A099,S029C001P044R002A099,3.9
8804,S003C001P002R001A039,S011C003P038R001A039,3.6
8805,S008C001P032R002A039,S021C001P059R001A096,1.2
8806,S032C003P106R001A099,S031C002P051R002A099,3.7
8807,S008C003P036R001A040,S015C002P025R002A040,3.8
8808,S017C001P007R002A009,S012C002P027R002A009,3.909090909
8809,S005C001P010R001A039,S008C002P035R002A039,3.4
8810,S016C001P025R002A026,S025C001P056R002A099,2.2
8811,S011C001P027R001A040,S016C001P040R001A040,3.8
8812,S002C002P014R002A027,S002C002P011R002A026,1.8
8813,S014C001P037R001A007,S001C001P005R002A023,2
8814,S008C002P029R002A007,S014C001P007R001A007,2.1
8815,S030C001P043R002A080,S032C001P105R002A080,3.2
8816,S006C001P022R001A039,S001C003P004R001A039,4
8817,S031C001P097R001A101,S020C001P052R002A101,3.5
8818,S027C001P086R002A098,S026C001P050R001A097,1.272727273
8819,S023C002P061R002A102,S027C001P079R001A102,3.111111111
8820,S006C001P023R001A040,S012C001P028R002A040,3.909090909
8821,S008C001P034R002A026,S008C003P032R001A026,3.4
8822,S002C002P011R002A007,S008C002P031R002A023,1.6
8823,S008C003P032R001A026,S018C001P008R001A099,2.1
8824,S024C001P064R001A097,S031C002P096R002A104,1.2
8825,S016C002P039R002A048,S008C003P036R001A048,3.2
8826,S021C001P058R001A098,S022C001P064R002A098,3.8
8827,S032C003P106R001A080,S006C001P022R001A048,1.1
8828,S008C001P033R002A023,S008C003P031R001A022,1.3
8829,S001C001P004R001A007,S028C003P073R001A095,1.1
8830,S014C002P027R002A022,S003C003P019R001A022,3.5
8831,S008C001P030R001A009,S002C003P003R001A009,3.545454545
8832,S009C001P019R001A040,S013C002P037R002A040,3.8
8833,S002C002P014R002A027,S032C002P106R002A100,1.111111111
8834,S030C001P076R001A096,S010C002P025R002A022,1
8835,S006C002P024R002A039,S016C003P040R001A039,4
8836,S001C002P005R002A039,S002C001P013R001A039,3.333333333
8837,S017C001P007R002A009,S002C001P011R002A048,1.1
8838,S014C003P007R001A007,S008C002P015R002A007,3.777777778
8839,S007C002P018R002A035,S012C002P027R002A008,1.444444444
8840,S024C001P060R002A095,S003C003P019R001A022,3.3
8841,S004C003P003R001A035,S012C001P037R001A035,3.555555556
8842,S026C002P049R002A095,S020C001P052R001A104,2.222222222
8843,S030C002P095R002A080,S027C002P079R002A080,3.3
8844,S016C003P021R001A035,S004C001P020R002A035,3.5
8845,S031C003P100R001A097,S018C001P043R001A104,1.6
8846,S020C003P052R001A096,S031C001P097R001A098,1.4
8847,S024C001P060R002A095,S018C003P008R001A095,3.2
8848,S020C002P052R002A101,S006C003P001R001A008,1.090909091
8849,S005C002P010R002A022,S011C001P038R001A023,1.7
8850,S002C002P011R002A027,S018C001P044R002A100,1.125
8851,S021C002P058R002A097,S017C002P009R002A022,1.1
8852,S023C003P066R001A097,S001C002P004R002A022,1.5
8853,S030C001P011R001A100,S030C001P081R001A100,3.6
8854,S031C001P006R001A104,S031C002P096R002A104,3.5
8855,S032C002P102R002A102,S002C001P014R002A026,1.125
8856,S026C001P072R002A104,S031C002P096R002A104,2.5
8857,S029C003P080R001A095,S020C002P052R002A095,3.1
8858,S032C002P102R002A098,S002C003P014R001A040,1.3
8859,S008C001P031R001A008,S002C003P009R001A048,1.3
8860,S026C003P051R001A095,S017C002P020R002A040,1.222222222
8861,S013C002P016R002A009,S008C002P035R002A027,1.4
8862,S002C001P009R001A048,S007C002P007R002A048,2.9
8863,S029C001P080R002A080,S001C001P002R001A008,1.6
8864,S030C001P044R001A080,S014C001P039R002A008,1.727272727
8865,S022C003P061R001A101,S027C001P086R002A101,3.222222222
8866,S005C003P018R001A008,S017C001P009R001A008,3.888888889
8867,S025C002P055R002A100,S030C001P011R002A099,1.5
8868,S011C002P038R002A008,S007C002P001R002A048,1.2
8869,S008C001P032R002A048,S031C001P051R002A101,1.3
8870,S016C002P021R002A039,S016C001P021R002A039,4
8871,S006C002P023R002A022,S002C002P007R002A023,1.2
8872,S006C002P022R002A026,S002C002P014R002A026,3.181818182
8873,S008C002P035R002A009,S011C003P038R001A048,1.2
8874,S030C002P096R002A099,S023C003P060R001A099,3.6
8875,S008C001P001R001A023,S026C001P071R001A104,1.2
8876,S020C002P052R002A080,S016C003P040R001A035,1.1
8877,S030C002P011R002A104,S027C003P086R001A104,2.909090909
8878,S001C002P004R002A040,S015C001P015R001A040,3.111111111
8879,S013C001P018R002A048,S032C001P102R002A101,1
8880,S003C002P015R002A009,S002C003P012R001A048,1.5
8881,S019C002P050R002A095,S001C001P005R001A040,1.2
8882,S027C001P084R002A095,S032C001P106R001A095,2.4
8883,S006C003P022R001A039,S014C003P027R001A039,3.9
8884,S026C003P072R001A080,S027C003P086R001A080,3.7
8885,S014C001P019R002A007,S008C001P032R001A022,1.3
8886,S020C001P052R002A102,S023C001P068R001A095,1
8887,S027C001P083R001A098,S009C003P017R001A040,1.3
8888,S028C001P073R002A104,S030C002P011R002A095,2.444444444
8889,S005C002P016R002A048,S027C002P086R002A101,1.090909091
8890,S006C001P022R001A039,S013C002P018R002A048,1.090909091
8891,S002C002P014R002A026,S012C001P019R002A027,1.444444444
8892,S023C002P056R002A098,S030C001P095R001A096,1.333333333
8893,S004C002P020R002A039,S010C003P016R001A039,3.7
8894,S004C002P020R002A007,S031C001P043R001A095,1.1
8895,S008C001P030R001A009,S001C002P002R002A009,4
8896,S030C001P044R002A102,S026C001P071R002A095,1.111111111
8897,S008C002P031R002A048,S016C003P039R001A035,2
8898,S018C003P043R001A104,S012C001P016R002A040,1.625
8899,S008C001P034R001A027,S025C001P056R002A099,1.454545455
8900,S026C001P071R001A098,S023C002P055R002A098,3.6
8901,S008C001P034R002A026,S008C001P033R002A026,3.818181818
8902,S008C002P036R002A008,S025C001P058R002A080,2.2
8903,S032C001P104R002A097,S027C001P011R002A098,2.222222222
8904,S005C003P015R001A035,S008C003P031R001A035,2.7
8905,S030C003P076R001A096,S023C001P066R002A096,2.5
8906,S005C003P021R001A007,S008C002P034R002A022,1.5
8907,S006C001P024R001A040,S012C001P037R002A039,1.363636364
8908,S011C002P002R002A007,S002C002P012R002A007,2
8909,S032C001P102R002A102,S019C002P046R002A102,2.9
8910,S008C002P030R002A023,S001C001P006R001A022,1.555555556
8911,S031C003P097R001A102,S027C002P079R002A101,1
8912,S001C001P006R001A039,S006C003P022R001A039,3.8
8913,S008C002P035R002A048,S027C001P083R001A101,1
8914,S025C002P055R002A100,S005C003P004R001A026,1.4
8915,S001C002P005R002A027,S030C003P081R001A100,1.4
8916,S002C003P014R001A022,S001C002P005R002A022,1.7
8917,S008C002P030R002A048,S006C002P024R002A039,1.1
8918,S032C002P102R002A102,S026C003P050R001A102,2.25
8919,S029C001P008R001A096,S001C001P006R001A022,1
8920,S005C001P010R002A009,S005C002P010R002A009,3.888888889
8921,S001C002P006R002A023,S008C001P033R002A023,2.727272727
8922,S032C001P102R002A098,S032C002P102R002A098,4
8923,S026C001P072R002A097,S020C003P053R001A097,1.777777778
8924,S016C001P039R002A048,S006C003P022R001A039,1.1
8925,S001C001P006R001A022,S002C003P013R001A023,1.363636364
8926,S008C002P035R002A007,S001C003P004R001A007,1.7
8927,S004C001P003R001A023,S030C002P095R002A104,1.2
8928,S004C001P020R002A035,S002C001P013R002A035,3.5
8929,S011C002P002R002A040,S010C001P018R002A040,3.9
8930,S018C002P044R002A100,S028C002P073R002A099,1.8
8931,S016C001P040R002A027,S005C001P010R001A026,1.4
8932,S019C002P049R002A080,S001C001P008R001A048,1
8933,S005C003P015R001A035,S008C003P031R001A008,2.1
8934,S005C001P010R001A035,S006C003P022R001A035,3.6
8935,S002C003P014R001A009,S016C001P039R002A027,1.5
8936,S001C002P006R002A026,S017C001P003R002A026,3.272727273
8937,S019C001P050R002A099,S027C001P084R002A099,3.8
8938,S011C001P028R001A023,S005C001P016R002A022,1.3
8939,S013C001P037R001A023,S001C001P004R002A023,2.727272727
8940,S030C002P092R002A080,S016C003P025R001A048,1.2
8941,S016C003P040R001A039,S011C002P028R002A048,1.444444444
8942,S027C001P081R001A098,S025C002P068R002A098,3.222222222
8943,S016C001P039R002A048,S003C001P002R001A048,3.3
8944,S030C001P092R001A101,S027C002P079R002A101,3.4
8945,S032C001P102R002A100,S020C003P053R001A100,3.888888889
8946,S018C002P044R002A100,S005C001P010R001A026,1.4
8947,S030C003P092R001A096,S029C003P008R001A096,3.4
8948,S026C001P072R002A104,S026C002P071R002A097,1.8
8949,S023C003P061R001A080,S031C001P006R002A080,3.777777778
8950,S026C003P071R001A096,S031C003P097R001A098,1.3
8951,S015C001P025R001A039,S014C003P027R001A039,4
8952,S023C001P059R002A102,S031C002P100R002A095,1
8953,S013C003P037R001A048,S012C001P037R002A039,1.222222222
8954,S031C003P097R001A104,S026C001P072R001A095,3
8955,S008C001P036R001A035,S032C001P105R002A080,1.6
8956,S001C002P005R002A027,S030C001P081R002A099,1.6
8957,S020C001P041R001A099,S030C001P096R002A100,1.7
8958,S013C002P028R002A035,S025C001P058R002A080,1.272727273
8959,S021C001P058R002A095,S023C002P061R002A095,2.5
8960,S008C002P036R002A022,S011C001P028R001A007,1.125
8961,S032C001P102R002A102,S022C001P061R001A101,1
8962,S002C001P012R001A023,S007C001P027R002A023,2.3
8963,S023C001P068R001A095,S029C003P080R001A095,3.636363636
8964,S030C001P092R001A104,S031C001P100R001A097,1.2
8965,S020C001P054R001A080,S008C003P036R001A035,1.2
8966,S026C001P071R001A104,S026C001P050R001A097,1.333333333
8967,S014C003P039R001A007,S008C002P036R002A007,3.8
8968,S028C003P087R001A096,S032C002P106R002A098,1.1
8969,S005C001P010R001A035,S008C001P031R001A008,1.4
8970,S025C001P058R001A100,S019C002P050R002A100,3.5
8971,S002C002P012R002A009,S001C002P006R002A048,1.2
8972,S013C001P018R002A048,S003C002P002R002A035,2
8973,S006C001P023R002A008,S016C001P039R001A035,1.363636364
8974,S008C003P029R001A022,S001C001P005R002A022,1.777777778
8975,S006C002P023R002A008,S008C002P032R002A008,4
8976,S027C001P086R002A098,S031C003P097R001A097,1.6
8977,S001C002P006R002A009,S005C001P010R002A009,3.555555556
8978,S027C001P081R001A095,S001C001P005R001A040,1.333333333
8979,S016C003P040R001A009,S006C003P017R001A026,1.111111111
8980,S025C002P066R002A104,S029C001P044R002A104,3
8981,S002C001P012R002A040,S004C002P020R002A039,1.4
8982,S032C001P105R001A096,S019C001P051R001A096,4
8983,S006C002P023R002A022,S006C003P022R001A007,1.2
8984,S005C002P016R002A048,S013C001P015R001A048,3.4
8985,S024C003P061R001A100,S027C001P006R001A100,3.777777778
8986,S003C003P002R001A027,S025C001P066R002A099,1.5
8987,S008C001P031R001A022,S001C001P004R001A007,1
8988,S008C001P025R002A035,S008C002P001R002A035,3.181818182
8989,S006C001P024R001A008,S026C001P071R002A080,2.2
8990,S010C002P008R002A040,S008C001P035R001A040,3.666666667
8991,S008C001P036R001A035,S002C001P011R002A035,3.444444444
8992,S018C003P008R001A095,S032C001P106R001A095,3.2
8993,S026C001P049R002A101,S027C003P083R001A101,3.666666667
8994,S010C002P008R002A040,S002C002P012R002A040,3.727272727
